COU,Country,GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year
MLT,Malta,9516423841.0,28.8,0.0,1331.146875,0.0,2013
MMR,Myanmar,60877582017.0,0.0,0.0,78.77778526,0.0,2013
MNE,Montenegro,4301782663.0,32.4,0.0,46.18639405,0.0,2013
MNG,Mongolia,10574804943.0,0.0,0.0,1.846795103,0.0,2013
MNP,Northern Mariana Islands,759347394.5,0.0,0.0,117.4695652,0.0,2013
MOZ,Mozambique,12492636711.0,0.0,0.0,33.61526488,0.0,2013
MRT,Mauritania,5097686760.0,0.0,0.0,3.8286310269999997,0.0,2013
MUS,Mauritius,11137661607.0,0.0,91.49002838,620.0261084,0.0,2013
MWI,Malawi,7821721991.0,0.0,0.0,175.8288821,0.0,2013
MYS,Malaysia,296507000000.0,41.3,0.0,90.4176655,0.0,2013
NAM,Namibia,13156162589.0,0.0,0.0,2.813735136,0.0,2013
NCL,New Caledonia,0.0,0.0,0.0,14.42286652,0.0,2013
NER,Niger,6887022187.0,0.0,0.0,14.54675298,0.0,2013
NGA,Nigeria,425440000000.0,0.0,0.0,188.66377130000004,0.0,2013
NIC,Nicaragua,10405398732.0,0.0,0.0,49.40790261,0.0,2013
NLD,Netherlands,849721000000.0,28.1,0.0,498.79584450000004,0.0,2013
NOR,Norway,449743000000.0,26.4,0.0,13.91208686,0.0,2013
NPL,Nepal,18057549556.0,0.0,0.0,195.22364840000003,0.0,2013
NRU,Nauru,81268829.18,0.0,0.0,541.05,0.0,2013
NZL,New Zealand,157412000000.0,0.0,0.0,16.87022901,0.0,2013
OMN,Oman,66176853056.0,0.0,0.0,11.99186107,0.0,2013
PAK,Pakistan,196970000000.0,30.7,55.59498978,235.7209877,0.0,2013
PAN,Panama,38459234341.0,51.5,0.0,51.6338714,0.0,2013
PER,Peru,176238000000.0,43.9,0.0,23.87946563,0.0,2013
PHL,Philippines,236316000000.0,0.0,96.39800262,330.28484419999995,0.0,2013
PLW,Palau,195444962.6,0.0,99.50312805,45.47826087,0.0,2013
PNG,Papua New Guinea,15655783399.0,0.0,0.0,16.76647308,0.0,2013
POL,Poland,518514000000.0,32.5,0.0,124.2291107,0.0,2013
PRI,Puerto Rico,97756424655.0,0.0,0.0,405.0819617,0.0,2013
PRT,Portugal,221988000000.0,36.2,0.0,114.1561345,0.0,2013
PRY,Paraguay,30595001138.0,47.9,95.05903625,16.27420086,0.0,2013
PSE,West Bank and Gaza,10885328831.0,0.0,96.28489685,692.6089701000001,0.0,2013
PYF,French Polynesia,0.0,0.0,0.0,74.73442623,0.0,2013
QAT,Qatar,155056000000.0,0.0,90.63298798,193.8391904,0.0,2013
ROU,Romania,179167000000.0,36.9,0.0,86.87429031,0.0,2013
RWA,Rwanda,7090466089.0,45.1,0.0,448.526591,0.0,2013
SAU,Saudi Arabia,628984000000.0,0.0,94.4263382,13.92967172,0.0,2013
SDN,Sudan,67520612417.0,0.0,0.0,21.03068392,0.0,2013
SEN,Senegal,17781477664.0,0.0,42.81750107,73.34088194,0.0,2013
SGP,Singapore,275079000000.0,0.0,96.54808044,7636.721687,0.0,2013
SLB,Solomon Islands,830485620.4,37.1,0.0,20.13265452,0.0,2013
SLE,Sierra Leone,3810919876.0,0.0,32.42617035,95.90023552,0.0,2013
SLV,El Salvador,20157726890.0,43.4,86.76757813,301.6784266,0.0,2013
SMR,San Marino,1736604063.0,0.0,0.0,538.3833333,0.0,2013
SOM,Somalia,0.0,0.0,0.0,20.93338381,0.0,2013
SRB,Serbia,40625727368.0,29.0,0.0,81.91324034,0.0,2013
SSD,South Sudan,0.0,0.0,0.0,0.0,0.0,2013
SUR,Suriname,4887713258.0,0.0,0.0,3.477820513,0.0,2013
SVK,Slovak Republic,94943598803.0,28.1,0.0,112.5726422,0.0,2013
SVN,Slovenia,46502839741.0,26.2,0.0,102.2816783,0.0,2013
SWE,Sweden,506708000000.0,28.8,0.0,23.56846615,0.0,2013
SWZ,Eswatini,5057821995.0,0.0,0.0,73.92186047,0.0,2013
SXM,Sint Maarten (Dutch part),0.0,0.0,0.0,1076.676471,0.0,2013
SYC,Seychelles,1123401382.0,46.8,0.0,195.5413043,0.0,2013
TCA,Turks and Caicos Islands,0.0,0.0,0.0,34.85052632,0.0,2013
TCD,Chad,12275999076.0,0.0,0.0,10.43010562,0.0,2013
TGO,Togo,4121139759.0,0.0,0.0,129.48975910000001,0.0,2013
THA,Thailand,378796000000.0,37.8,93.70207214,133.3810899,0.0,2013
TJK,Tajikistan,6995373534.0,0.0,0.0,58.4296156,0.0,2013
TKM,Turkmenistan,31713468423.0,0.0,0.0,11.41931139,0.0,2013
TLS,Timor-Leste,4177660767.0,0.0,0.0,79.64801614,0.0,2013
TON,Tonga,371200315.8,0.0,0.0,146.2888889,0.0,2013
TTO,Trinidad and Tobago,22597392289.0,0.0,0.0,262.8163743,0.0,2013
TUN,Tunisia,46225723068.0,0.0,0.0,70.89700051,0.0,2013
TUR,Turkey,975087000000.0,40.2,95.25666046,98.47242571,0.0,2013
TUV,Tuvalu,34408843.31,0.0,0.0,360.6333333,0.0,2013
TZA,Tanzania,38464494648.0,0.0,0.0,57.16481711,0.0,2013
UGA,Uganda,23752213779.0,0.0,0.0,187.2816976,0.0,2013
UKR,Ukraine,143751000000.0,24.6,0.0,78.52240558,0.0,2013
URY,Uruguay,45897095482.0,40.5,98.36386871,19.4720889,0.0,2013
USA,United States,15853800000000.0,41.0,0.0,34.551570500000004,0.0,2013
UZB,Uzbekistan,49777607129.0,0.0,99.99485779,71.093559,0.0,2013
VCT,St. Vincent and the Grenadines,700354717.0,0.0,0.0,280.3076923,0.0,2013
VGB,British Virgin Islands,0.0,0.0,0.0,193.7066667,0.0,2013
VNM,Vietnam,136658000000.0,0.0,0.0,295.087319,0.0,2013
VUT,Vanuatu,736038269.0,0.0,0.0,20.76636587,0.0,2013
WSM,Samoa,669733497.9,38.7,0.0,67.40530035,0.0,2013
XKX,Kosovo,6503750331.0,26.3,0.0,167.5484523,0.0,2013
ZAF,South Africa,406105000000.0,0.0,0.0,44.322676799999996,0.0,2013
ZMB,Zambia,24183235705.0,0.0,0.0,20.38393037,0.0,2013
ZWE,Zimbabwe,16361637090.0,0.0,0.0,38.91561587,0.0,2013
ABW,Aruba,2562957745.0,0.0,0.0,576.6388889,0.0,2014
AFG,Afghanistan,19477070578.0,0.0,0.0,50.17617866,0.0,2014
AGO,Angola,103543000000.0,0.0,66.03011322,21.59337932,0.0,2014
ALB,Albania,12750584155.0,0.0,0.0,105.44175179999999,0.0,2014
AND,Andorra,3231113955.0,0.0,0.0,168.55957450000002,0.0,2014
ARG,Argentina,443707000000.0,41.4,98.99388885,15.7056572,0.0,2014
ARM,Armenia,11123101341.0,31.5,0.0,102.0800843,0.0,2014
ASM,American Samoa,542167400.9,0.0,0.0,277.185,0.0,2014
ATG,Antigua and Barbuda,1221221065.0,0.0,0.0,224.7159091,0.0,2014
AUS,Australia,1282060000000.0,35.8,0.0,3.055814795,0.0,2014
AUT,Austria,408881000000.0,30.5,0.0,103.56332420000001,0.0,2014
AZE,Azerbaijan,58383102680.0,0.0,99.78898621,115.34881659999999,0.0,2014
BDI,Burundi,2415069278.0,0.0,61.56972885,385.19431460000004,0.0,2014
BEL,Belgium,500592000000.0,28.1,0.0,370.180218,0.0,2014
BEN,Benin,8575423620.0,0.0,0.0,91.22660518,0.0,2014
BFA,Burkina Faso,11249917445.0,35.3,34.59939957,64.27623173,0.0,2014
BGD,Bangladesh,146997000000.0,0.0,61.09329987,1224.593063,0.0,2014
BGR,Bulgaria,52802761608.0,37.4,0.0,66.54327561,0.0,2014
BHR,Bahrain,29922841391.0,0.0,0.0,1733.329477,0.0,2014
BIH,Bosnia and Herzegovina,17805439832.0,0.0,0.0,69.64847656,0.0,2014
BLR,Belarus,64590481691.0,27.2,0.0,46.67867468,0.0,2014
BLZ,Belize,1536069734.0,0.0,0.0,15.41841298,0.0,2014
BMU,Bermuda,0.0,0.0,0.0,1206.277756,0.0,2014
BOL,Bolivia,24475355115.0,47.8,0.0,9.74998523,0.0,2014
BRA,Brazil,2423270000000.0,51.5,91.72943115,24.43284427,0.0,2014
BRB,Barbados,4573735074.0,0.0,99.59999847,659.0348837,0.0,2014
BTN,Bhutan,1941321989.0,0.0,0.0,20.37012383,0.0,2014
BWA,Botswana,16425383651.0,0.0,87.69999695,3.8264658660000004,0.0,2014
CAF,Central African Republic,1366116185.0,0.0,0.0,7.248052907000001,0.0,2014
CAN,Canada,1784650000000.0,0.0,0.0,3.907770267,0.0,2014
CHE,Switzerland,625702000000.0,32.5,0.0,207.2236258,0.0,2014
CHI,Channel Islands,0.0,0.0,0.0,823.0757892999999,0.0,2014
CHL,Chile,258594000000.0,0.0,0.0,23.68936005,0.0,2014
CHN,China,8333290000000.0,39.1,0.0,145.3173521,0.0,2014
CMR,Cameroon,31763379465.0,46.6,0.0,47.04766982,0.0,2014
COL,Colombia,349512000000.0,52.7,94.18624878,43.07517891,0.0,2014
COM,Comoros,1039739042.0,0.0,0.0,408.0521091,0.0,2014
CPV,Cabo Verde,1773904599.0,0.0,0.0,130.6295285,0.0,2014
CRI,Costa Rica,43127543221.0,48.6,0.0,93.1761653,0.0,2014
CUB,Cuba,70729490571.0,0.0,0.0,109.97661029999999,0.0,2014
CYM,Cayman Islands,0.0,0.0,0.0,246.55,0.0,2014
CYP,Cyprus,23173192053.0,35.6,0.0,124.7087662,0.0,2014
CZE,Czech Republic,214124000000.0,25.9,0.0,136.30338,0.0,2014
DEU,Germany,3654920000000.0,0.0,0.0,232.1080539,0.0,2014
DJI,Djibouti,0.0,0.0,0.0,39.35133736,0.0,2014
DMA,Dominica,505806447.8,0.0,0.0,97.03733333,0.0,2014
DNK,Denmark,335436000000.0,28.4,0.0,134.4004525,0.0,2014
DOM,Dominican Republic,64555004674.0,44.3,91.76376343,215.39730899999998,0.0,2014
DZA,Algeria,182889000000.0,0.0,0.0,16.42215901,0.0,2014
ECU,Ecuador,86333447252.0,45.0,94.22264099,64.03250121,0.0,2014
ERI,Eritrea,0.0,0.0,0.0,0.0,0.0,2014
ESP,Spain,1371020000000.0,36.1,98.09371948,92.92273645,0.0,2014
EST,Estonia,22942757718.0,34.6,0.0,30.24028065,0.0,2014
ETH,Ethiopia,44085556179.0,0.0,0.0,97.36677399999999,0.0,2014
FIN,Finland,247075000000.0,26.8,0.0,17.97200303,0.0,2014
FJI,Fiji,3617808676.0,0.0,0.0,48.48418172,0.0,2014
FRA,France,2750680000000.0,32.3,0.0,121.1126749,0.0,2014
FRO,Faroe Islands,0.0,0.0,0.0,34.98710449,0.0,2014
GAB,Gabon,17834619900.0,0.0,0.0,7.279516436000001,0.0,2014
GBR,United Kingdom,2657160000000.0,34.0,0.0,267.0737817,0.0,2014
GEO,Georgia,14355373148.0,37.6,99.58618927,65.20522062,0.0,2014
GHA,Ghana,44283946426.0,0.0,0.0,118.495926,0.0,2014
GIB,Gibraltar,0.0,0.0,0.0,3403.8,0.0,2014
GIN,Guinea,8263428449.0,0.0,32.00386047,48.04455885,0.0,2014
GNB,Guinea-Bissau,940327653.1,0.0,45.5811615,61.37069701,0.0,2014
GNQ,Equatorial Guinea,18102689377.0,0.0,95.0,40.26467023,0.0,2014
GRC,Greece,245795000000.0,35.8,0.0,84.50281614,0.0,2014
GRD,Grenada,843718324.6,0.0,98.59999847,312.8235294,0.0,2014
GRL,Greenland,2614551662.0,0.0,0.0,0.137154343,0.0,2014
GTM,Guatemala,47896442436.0,48.3,81.2858963,148.59610859999998,0.0,2014
GUM,Guam,5179814587.0,0.0,0.0,298.087037,0.0,2014
GUY,Guyana,2745103039.0,0.0,85.63973236,3.8780441960000003,0.0,2014
HKG,"Hong Kong SAR, China",258221000000.0,0.0,0.0,6885.238095000001,0.0,2014
HND,Honduras,18142359319.0,50.4,87.19753265,78.73103941,0.0,2014
HRV,Croatia,57931229124.0,32.1,0.0,75.73961758,0.0,2014
HUN,Hungary,139309000000.0,30.9,99.09999847,108.98561799999999,0.0,2014
IDN,Indonesia,942185000000.0,39.4,95.11621857,140.8342576,0.0,2014
IMN,Isle of Man,6837859933.0,0.0,0.0,144.8947368,0.0,2014
IND,India,2125020000000.0,0.0,0.0,435.17544929999997,0.0,2014
IRL,Ireland,254491000000.0,31.9,0.0,67.61126433,0.0,2014
IRQ,Iraq,183909000000.0,0.0,0.0,80.63538719,0.0,2014
ISL,Iceland,15011601923.0,27.8,0.0,3.2656957610000004,0.0,2014
ISR,Israel,271090000000.0,39.8,0.0,379.65341960000006,0.0,2014
ITA,Italy,2043490000000.0,34.7,0.0,206.66736930000002,0.0,2014
JAM,Jamaica,13505052829.0,0.0,88.09999847,264.2739612,0.0,2014
JOR,Jordan,29500840468.0,0.0,0.0,99.22624465,0.0,2014
JPN,Japan,5916320000000.0,0.0,0.0,349.1222295,0.0,2014
KAZ,Kazakhstan,184052000000.0,27.0,0.0,6.40378005,0.0,2014
KEN,Kenya,49506419900.0,0.0,78.73303986,80.86630706,0.0,2014
KGZ,Kyrgyz Republic,5855984963.0,26.8,0.0,30.42492179,0.0,2014
KHM,Cambodia,14858161722.0,0.0,78.05509186,86.5102538,0.0,2014
KIR,Kiribati,171878460.6,0.0,0.0,136.36790119999998,0.0,2014
KNA,St. Kitts and Nevis,867244758.7,0.0,0.0,206.6884615,0.0,2014
KWT,Kuwait,137150000000.0,0.0,0.0,212.2586981,0.0,2014
LAO,Lao PDR,9670589853.0,0.0,0.0,28.49392114,0.0,2014
LBN,Lebanon,41720605030.0,0.0,0.0,547.7301075,0.0,2014
LBR,Liberia,2555669829.0,33.2,0.0,45.5848941,0.0,2014
LBY,Libya,41549552060.0,0.0,0.0,3.525982927,0.0,2014
LCA,St. Lucia,1452818988.0,0.0,0.0,289.2147541,0.0,2014
LIE,Liechtenstein,0.0,0.0,0.0,232.04375,0.0,2014
LKA,Sri Lanka,72838327290.0,0.0,0.0,331.33471539999994,0.0,2014
LSO,Lesotho,2810441002.0,0.0,76.6352005,70.67803029999999,0.0,2014
LTU,Lithuania,43796470015.0,37.7,0.0,46.80553871,0.0,2014
LUX,Luxembourg,58779842025.0,31.2,0.0,228.93786009999997,0.0,2014
LVA,Latvia,27432357432.0,35.1,0.0,32.06468318,0.0,2014
MAC,"Macao SAR, China",41066849519.0,0.0,0.0,19431.71636,0.0,2014
MAF,St. Martin (French part),0.0,0.0,0.0,579.5955882000001,0.0,2014
MAR,Morocco,108463000000.0,0.0,0.0,76.89464934,0.0,2014
MCO,Monaco,6809668874.0,0.0,0.0,19066.0,0.0,2014
MDA,Moldova,7066349660.0,26.8,0.0,123.8860557,0.0,2014
MDG,Madagascar,9640232448.0,0.0,0.0,40.54623754,0.0,2014
MDV,Maldives,3316887569.0,0.0,98.61012268,1360.823333,0.0,2014
MEX,Mexico,1184180000000.0,45.8,94.55587769,63.90164356,0.0,2014
MHL,Marshall Islands,176328132.6,0.0,0.0,293.8777778,0.0,2014
MKD,North Macedonia,10221697015.0,35.2,97.80000305,82.37490087,0.0,2014
MLI,Mali,11972181171.0,0.0,0.0,13.9018071,0.0,2014
MLT,Malta,10288609272.0,29.0,0.0,1357.99375,0.0,2014
MMR,Myanmar,65742258214.0,0.0,0.0,79.50661787,0.0,2014
MNE,Montenegro,4379214751.0,31.9,0.0,46.23122677,0.0,2014
MNG,Mongolia,11408652157.0,32.0,0.0,1.882061845,0.0,2014
MNP,Northern Mariana Islands,788095533.5,0.0,0.0,118.4086957,0.0,2014
MOZ,Mozambique,13422597263.0,54.0,0.0,34.60462118,0.0,2014
MRT,Mauritania,5382114429.0,32.6,0.0,3.942873775,0.0,2014
MUS,Mauritius,11554745827.0,0.0,92.47476196,621.1497537,0.0,2014
MWI,Malawi,8267560145.0,0.0,65.14537048,181.04410269999997,0.0,2014
MYS,Malaysia,314318000000.0,0.0,0.0,92.00431289,0.0,2014
NAM,Namibia,13991799669.0,0.0,0.0,2.879898942,0.0,2014
NCL,New Caledonia,0.0,0.0,97.80000305,14.66356674,0.0,2014
NER,Niger,7405549054.0,34.3,0.0,15.11661719,0.0,2014
NGA,Nigeria,452285000000.0,0.0,0.0,193.74869840000002,0.0,2014
NIC,Nicaragua,10903344947.0,46.2,0.0,49.9750457,0.0,2014
NLD,Netherlands,861816000000.0,28.6,0.0,500.5938853999999,0.0,2014
NOR,Norway,458626000000.0,26.8,0.0,14.06986657,0.0,2014
NPL,Nepal,19139013429.0,0.0,0.0,197.5810324,0.0,2014
NRU,Nauru,110951536.1,0.0,0.0,592.65,0.0,2014
NZL,New Zealand,162992000000.0,0.0,0.0,17.12696062,0.0,2014
OMN,Oman,67997399220.0,0.0,91.98120117,12.79781906,0.0,2014
PAK,Pakistan,206178000000.0,0.0,56.97714996,240.694086,0.0,2014
PAN,Panama,40407814957.0,50.5,0.0,52.51528114,0.0,2014
PER,Peru,180426000000.0,43.2,93.70794678,24.19793281,0.0,2014
PHL,Philippines,250838000000.0,0.0,0.0,335.72206789999996,0.0,2014
PLW,Palau,204777169.9,0.0,0.0,45.85652174,0.0,2014
PNG,Papua New Guinea,18070132678.0,0.0,0.0,17.12623106,0.0,2014
POL,Poland,535721000000.0,32.1,0.0,124.1442732,0.0,2014
PRI,Puerto Rico,96592767902.0,0.0,0.0,398.52018039999996,0.0,2014
PRT,Portugal,223971000000.0,35.6,0.0,113.5417757,0.0,2014
PRY,Paraguay,32082190602.0,50.7,94.61672211,16.49278631,0.0,2014
PSE,West Bank and Gaza,10865529383.0,0.0,96.4283905,713.4023256,0.0,2014
PYF,French Polynesia,0.0,0.0,0.0,75.26885246,0.0,2014
QAT,Qatar,161226000000.0,0.0,91.3272171,204.5149871,0.0,2014
ROU,Romania,185278000000.0,36.0,0.0,86.53068063,0.0,2014
RWA,Rwanda,7631084047.0,0.0,70.80413055,459.88475880000004,0.0,2014
SAU,Saudi Arabia,651958000000.0,0.0,0.0,14.3168187,0.0,2014
SDN,Sudan,69329767682.0,0.0,0.0,21.57468771,0.0,2014
SEN,Senegal,18957455708.0,0.0,0.0,75.55243858,0.0,2014
SGP,Singapore,285763000000.0,0.0,96.71665955,7714.702232,0.0,2014
SLB,Solomon Islands,849172302.1,0.0,0.0,20.56105752,0.0,2014
SLE,Sierra Leone,3984574820.0,0.0,0.0,98.07650319,0.0,2014
SLV,El Salvador,20556700057.0,41.6,0.0,303.1461873,0.0,2014
SMR,San Marino,1720974627.0,0.0,0.0,544.2833333,0.0,2014
SOM,Somalia,0.0,0.0,0.0,21.54035292,0.0,2014
SRB,Serbia,39881747973.0,0.0,0.0,81.5295678,0.0,2014
SSD,South Sudan,0.0,0.0,0.0,0.0,0.0,2014
SUR,Suriname,4900201616.0,0.0,0.0,3.5123589739999996,0.0,2014
SVK,Slovak Republic,97554865847.0,26.1,0.0,112.70068640000001,0.0,2014
SVN,Slovenia,47888250500.0,25.7,99.69999695,102.38232370000001,0.0,2014
SWE,Sweden,519892000000.0,28.4,0.0,23.80523434,0.0,2014
SWZ,Eswatini,5155489045.0,0.0,0.0,75.29633721,0.0,2014
SXM,Sint Maarten (Dutch part),0.0,0.0,0.0,1108.382353,0.0,2014
SYC,Seychelles,1174008204.0,0.0,0.0,198.6065217,0.0,2014
TCA,Turks and Caicos Islands,0.0,0.0,0.0,35.51473684,0.0,2014
TCD,Chad,13123041176.0,0.0,0.0,10.77623729,0.0,2014
TGO,Togo,4365135489.0,0.0,0.0,132.9088987,0.0,2014
THA,Thailand,382525000000.0,37.0,0.0,133.9168353,0.0,2014
TJK,Tajikistan,7464481118.0,0.0,99.80000305,60.25640364,0.0,2014
TKM,Turkmenistan,34979955661.0,0.0,99.69999695,11.63203243,0.0,2014
TLS,Timor-Leste,3089457608.0,28.7,0.0,81.56112979,0.0,2014
TON,Tonga,378893840.5,0.0,0.0,146.9194444,0.0,2014
TTO,Trinidad and Tobago,22540410080.0,0.0,0.0,264.0337232,0.0,2014
TUN,Tunisia,47599273439.0,0.0,79.03643036,71.7295829,0.0,2014
TUR,Turkey,1025470000000.0,41.2,95.43962859999999,100.0878708,0.0,2014
TUV,Tuvalu,34872648.32,0.0,0.0,363.6,0.0,2014
TZA,Tanzania,41054102083.0,0.0,0.0,58.96914541,0.0,2014
UGA,Uganda,24965074811.0,0.0,0.0,193.6631658,0.0,2014
UKR,Ukraine,134331000000.0,24.0,0.0,78.15074833,0.0,2014
URY,Uruguay,47383606579.0,40.1,98.43592834,19.53802994,0.0,2014
USA,United States,16242500000000.0,0.0,0.0,34.80614436,0.0,2014
UZB,Uzbekistan,53656538301.0,0.0,99.98055267,72.30300893,0.0,2014
VCT,St. Vincent and the Grenadines,708854724.0,0.0,0.0,280.4025641,0.0,2014
VGB,British Virgin Islands,0.0,0.0,0.0,197.2533333,0.0,2014
VNM,Vietnam,144835000000.0,34.8,0.0,298.4645886,0.0,2014
VUT,Vanuatu,753195366.8,0.0,84.69999695,21.23461854,0.0,2014
WSM,Samoa,679088037.7,0.0,0.0,67.94699647,0.0,2014
XKX,Kosovo,6581669876.0,27.3,0.0,167.33719109999998,0.0,2014
ZAF,South Africa,413606000000.0,63.0,94.13990021,44.95921242,0.0,2014
ZMB,Zambia,25318838465.0,0.0,0.0,21.01316133,0.0,2014
ZWE,Zimbabwe,16750541640.0,0.0,88.69342041,39.83889104,0.0,2014
ABW,Aruba,2546020205.0,0.0,0.0,582.3444444,0.0,2016
AFG,Afghanistan,20206376461.0,0.0,0.0,53.08340532,0.0,2016
AGO,Angola,101823000000.0,0.0,0.0,23.11178551,0.0,2016
ALB,Albania,13470274302.0,0.0,0.0,104.9671898,0.0,2016
AND,Andorra,3319880351.0,0.0,0.0,164.4276596,0.0,2016
ARG,Argentina,447518000000.0,42.4,99.12500763,16.0220668,0.0,2016
ARM,Armenia,11501998665.0,32.5,0.0,102.73326309999999,0.0,2016
ASM,American Samoa,534555066.1,0.0,0.0,277.995,0.0,2016
ATG,Antigua and Barbuda,1341395404.0,0.0,0.0,229.4613636,0.0,2016
AUS,Australia,1349300000000.0,0.0,0.0,3.1449355310000002,0.0,2016
AUT,Austria,421989000000.0,0.0,0.0,105.86949340000001,0.0,2016
AZE,Azerbaijan,57195531762.0,0.0,99.79006195,118.033289,0.0,2016
BDI,Burundi,2306955749.0,0.0,0.0,409.81764019999997,0.0,2016
BEL,Belgium,516766000000.0,0.0,0.0,374.22133419999994,0.0,2016
BEN,Benin,9102277423.0,0.0,0.0,96.41981199,0.0,2016
BFA,Burkina Faso,12381635617.0,0.0,0.0,68.15216740000001,0.0,2016
BGD,Bangladesh,167771000000.0,32.4,72.7587204,1251.8365210000002,0.0,2016
BGR,Bulgaria,56786516854.0,0.0,0.0,65.65790346,0.0,2016
BHR,Bahrain,31847546847.0,0.0,94.88999939,1831.8392600000002,0.0,2016
BIH,Bosnia and Herzegovina,18930321663.0,0.0,0.0,68.6878125,0.0,2016
BLR,Belarus,60547592313.0,25.3,0.0,46.8083514,0.0,2016
BLZ,Belize,1579444444.0,0.0,0.0,16.0874178,0.0,2016
BMU,Bermuda,0.0,0.0,0.0,1210.018497,0.0,2016
BOL,Bolivia,26758468587.0,44.6,0.0,10.05066187,0.0,2016
BRA,Brazil,2260090000000.0,53.7,0.0,24.84438703,0.0,2016
BRB,Barbados,4707721526.0,0.0,0.0,662.7813953,0.0,2016
BTN,Bhutan,2236397091.0,0.0,0.0,20.91456115,0.0,2016
BWA,Botswana,16843290880.0,0.0,0.0,3.9706032860000002,0.0,2016
CAF,Central African Republic,1496562092.0,0.0,0.0,7.375230343999999,0.0,2016
CAN,Canada,1828000000000.0,0.0,0.0,3.987965483,0.0,2016
CHE,Switzerland,644197000000.0,0.0,0.0,211.8974034,0.0,2016
CHI,Channel Islands,0.0,0.0,0.0,831.0151835,0.0,2016
CHL,Chile,267904000000.0,0.0,0.0,24.08740074,0.0,2016
CHN,China,9505160000000.0,0.0,0.0,146.85067759999998,0.0,2016
CMR,Cameroon,35118434874.0,0.0,0.0,49.58471156,0.0,2016
COL,Colombia,366906000000.0,50.8,94.65384674,43.85166201,0.0,2016
COM,Comoros,1074177606.0,0.0,0.0,427.5126136,0.0,2016
CPV,Cabo Verde,1876082144.0,0.0,0.0,133.8858561,0.0,2016
CRI,Costa Rica,46591514831.0,48.7,0.0,95.12875049,0.0,2016
CUB,Cuba,74248073998.0,0.0,0.0,110.3247645,0.0,2016
CYM,Cayman Islands,0.0,0.0,0.0,253.1875,0.0,2016
CYP,Cyprus,24764940397.0,0.0,0.0,126.6369048,0.0,2016
CZE,Czech Republic,231018000000.0,0.0,0.0,136.8341362,0.0,2016
DEU,Germany,3801860000000.0,0.0,0.0,235.71292940000004,0.0,2016
DJI,Djibouti,0.0,0.0,0.0,40.65284728,0.0,2016
DMA,Dominica,505337165.4,0.0,0.0,98.05733333,0.0,2016
DNK,Denmark,351532000000.0,0.0,0.0,136.4136699,0.0,2016
DOM,Dominican Republic,73664129265.0,45.7,93.77845764,220.4262265,0.0,2016
DZA,Algeria,196035000000.0,0.0,0.0,17.04890206,0.0,2016
ECU,Ecuador,85358980970.0,45.0,94.35022736,65.97305524,0.0,2016
ERI,Eritrea,0.0,0.0,0.0,0.0,0.0,2016
ESP,Spain,1466070000000.0,0.0,98.25051117,93.04827901,0.0,2016
EST,Estonia,24194442664.0,0.0,0.0,30.2689211,0.0,2016
ETH,Ethiopia,52347226227.0,0.0,0.0,102.403196,0.0,2016
FIN,Finland,255195000000.0,0.0,0.0,18.08200783,0.0,2016
FJI,Fiji,3771168286.0,0.0,0.0,49.19321292,0.0,2016
FRA,France,2813860000000.0,0.0,0.0,122.10558710000001,0.0,2016
FRO,Faroe Islands,0.0,0.0,0.0,35.18409588,0.0,2016
GAB,Gabon,18913875956.0,0.0,0.0,7.683416772999999,0.0,2016
GBR,United Kingdom,2768240000000.0,0.0,0.0,271.134481,0.0,2016
GEO,Georgia,15189614371.0,36.6,0.0,65.07050632,0.0,2016
GHA,Ghana,46808618405.0,43.5,0.0,123.9638217,0.0,2016
GIB,Gibraltar,0.0,0.0,0.0,3440.8,0.0,2016
GIN,Guinea,9475497772.0,0.0,0.0,50.44735471,0.0,2016
GNB,Guinea-Bissau,1060511441.0,0.0,0.0,64.56963016,0.0,2016
GNQ,Equatorial Guinea,15049397650.0,0.0,0.0,43.54688057,0.0,2016
GRC,Greece,244251000000.0,0.0,0.0,83.5994647,0.0,2016
GRD,Grenada,931629123.9,0.0,0.0,315.6382353,0.0,2016
GRL,Greenland,2823634004.0,0.0,0.0,0.136888781,0.0,2016
GTM,Guatemala,51421887414.0,0.0,0.0,154.74495149999998,0.0,2016
GUM,Guam,5221935054.0,0.0,0.0,301.65925930000003,0.0,2016
GUY,Guyana,2925824401.0,0.0,0.0,3.928387097,0.0,2016
HKG,"Hong Kong SAR, China",270105000000.0,0.0,0.0,6987.238095000001,0.0,2016
HND,Honduras,19545909275.0,50.0,88.98748016,81.44487443,0.0,2016
HRV,Croatia,61419621504.0,0.0,0.0,74.59522873,0.0,2016
HUN,Hungary,147526000000.0,0.0,0.0,108.40630729999998,0.0,2016
IDN,Indonesia,1037860000000.0,38.6,95.37696838,144.1376574,0.0,2016
IMN,Isle of Man,7277766814.0,0.0,0.0,146.9070175,0.0,2016
IND,India,2482430000000.0,0.0,0.0,445.3705797,0.0,2016
IRL,Ireland,334294000000.0,0.0,0.0,69.0279431,0.0,2016
IRQ,Iraq,213012000000.0,0.0,0.0,85.69493636,0.0,2016
ISL,Iceland,16835179721.0,0.0,0.0,3.3460249380000002,0.0,2016
ISR,Israel,289193000000.0,38.9,0.0,394.9168207,0.0,2016
